파하, 80, 167
타카, 60, 178
마가, 88, 159
하마, 45, 184
카나, 66, 163
나바, 83, 195
파아, 85, 186
사라, 67, 153
다나, 56, 147
타타, 89, 143
라나, 56, 157
카바, 69, 172
차하, 46, 166
바바, 99, 152
마바, 44, 151
자사, 57, 143
나나, 46, 181
아아, 71, 176
가다, 48, 172
하사, 89, 144
사바, 99, 152
가라, 61, 146
나자, 66, 149
마다, 94, 199
아바, 79, 179
나카, 47, 159
바나, 88, 172
가파, 62, 154
카타, 78, 156
카파, 85, 174
바라, 42, 146
다마, 93, 190
라아, 80, 153
카바, 70, 157
바마, 72, 150
나아, 54, 192
바바, 61, 178
바타, 65, 140
마타, 88, 195
마다, 58, 146
나나, 98, 192
차마, 63, 158
다차, 93, 181
나아, 82, 193
하파, 96, 148
카라, 59, 151
아아, 46, 198
사라, 57, 164
아하, 58, 164
아아, 54, 175
아다, 58, 143
아타, 99, 167
자바, 91, 186
다카, 44, 183
가타, 77, 166
아가, 83, 187
아사, 98, 195
아아, 71, 144
라자, 82, 166
아마, 52, 167
카마, 73, 173
파가, 48, 150
가타, 96, 150
가차, 74, 179
나사, 40, 172
라아, 49, 176
다자, 96, 150
카카, 90, 145
다나, 41, 177
하라, 82, 156
아다, 43, 160
아하, 88, 165
마바, 72, 165
카다, 88, 163
다아, 62, 159
라자, 64, 182
타타, 54, 153
타다, 87, 150
나사, 66, 182
다카, 57, 164
가타, 43, 144
다다, 49, 144
하라, 82, 150
나바, 60, 191
바사, 83, 168
가다, 84, 161
카자, 81, 185
하파, 79, 194
자파, 65, 158
하카, 56, 167
자파, 98, 177
가차, 84, 161
다하, 94, 185
타가, 49, 190
차하, 94, 154
자가, 51, 151
아가, 44, 193
사나, 55, 176
아하, 94, 146
아아, 48, 181
차자, 93, 166
차라, 55, 186
가마, 62, 182
가사, 42, 189
가파, 55, 151
자나, 43, 196
나자, 57, 155
다나, 42, 168
다사, 60, 197
바하, 87, 158
아다, 45, 141
차하, 78, 196
나가, 93, 142
나라, 85, 161
아하, 57, 177
차다, 42, 183
아마, 54, 195
하타, 93, 152
라다, 74, 199
카카, 54, 182
타파, 56, 189
타마, 63, 168
라마, 99, 159
차라, 89, 178
다타, 71, 152
바가, 50, 174
나카, 74, 198
타하, 92, 175
다파, 46, 143
하아, 70, 149
타타, 46, 179
타다, 82, 161
바자, 68, 190
카차, 89, 177
가아, 97, 164
마하, 43, 154
하카, 82, 158
가차, 84, 188
다바, 43, 173
마자, 94, 141
하나, 63, 140
카가, 71, 185
가아, 99, 176
라카, 89, 164
자나, 58, 167
바마, 74, 166
아다, 53, 184
사카, 61, 195
나하, 40, 162
하차, 41, 187
사파, 49, 166
타하, 67, 178
타가, 68, 170
자사, 59, 186
아아, 83, 148
사차, 71, 171
타다, 90, 143
하타, 77, 153
가사, 85, 156
차바, 61, 188
바자, 68, 150
다타, 76, 172
바타, 95, 195
파파, 71, 157
아파, 53, 142
타차, 42, 188
사카, 86, 176
카가, 91, 170
차다, 90, 198
다라, 41, 161
나다, 48, 149
다하, 47, 175
바나, 94, 153
사마, 73, 157
바라, 84, 153
라바, 69, 185
다아, 85, 142
카자, 73, 197
가다, 41, 181
다하, 61, 162
라라, 85, 157
차자, 70, 197
라타, 65, 156
바바, 58, 154
차가, 93, 188
아차, 78, 145
하나, 49, 144
사라, 80, 143
자다, 97, 164
하자, 46, 172
차카, 61, 158
자파, 68, 197
마카, 82, 175
가사, 92, 174
나파, 56, 148
차차, 49, 195
타다, 61, 198
하다, 48, 165
가파, 44, 151
차바, 62, 167
하타, 58, 163
파자, 95, 185
가나, 93, 167
나라, 83, 141
라카, 99, 170
자마, 76, 155
타다, 66, 158
라타, 89, 182
바자, 83, 163
아아, 81, 185
가가, 98, 155
사사, 91, 164
가가, 51, 149
파카, 78, 187
자카, 48, 150
파타, 46, 193
하라, 83, 170
카바, 51, 173
사타, 56, 191
타다, 84, 185
파나, 89, 163
사나, 78, 188
자마, 55, 155
마카, 49, 167
카차, 58, 179
타라, 66, 151
자타, 79, 194
자차, 77, 160
파나, 95, 181
나다, 91, 162
사라, 59, 161
차나, 74, 199
타아, 89, 170
마파, 91, 155
나마, 41, 173
차나, 66, 188
아아, 68, 161
가사, 96, 143
하나, 70, 156
바파, 40, 156
라다, 96, 141
하사, 75, 147
라바, 88, 175
사타, 92, 170
자타, 67, 144
바파, 85, 194
사타, 45, 192
카파, 41, 158
차파, 76, 142
라차, 52, 144
타아, 90, 141
사마, 68, 199
바차, 80, 181
하카, 64, 183
하바, 98, 193
마차, 60, 155
사자, 94, 148
가하, 87, 197
카마, 41, 196
자자, 58, 177
라타, 56, 159
아아, 58, 141
자하, 99, 171
카라, 61, 140
나가, 65, 169
자바, 89, 190
아라, 75, 177
타하, 75, 144
가나, 99, 185
나타, 46, 182
아하, 57, 196
아마, 56, 190
아가, 52, 185
타사, 59, 176
파다, 45, 191
마가, 58, 149
파카, 81, 154
바나, 60, 142
바사, 72, 188
나하, 89, 161
나바, 91, 156
파라, 71, 148
바나, 96, 160
자마, 59, 155
타자, 84, 153
다타, 64, 172
카자, 83, 141
사사, 93, 160
아가, 70, 161
사가, 92, 147
자사, 40, 192
사라, 80, 168
가다, 60, 173
아자, 66, 158
다아, 99, 169
가자, 86, 193
아자, 90, 167
타파, 92, 154
아사, 97, 199
라파, 89, 142
카라, 89, 191
카아, 85, 193
마하, 50, 179
다아, 72, 188
아마, 93, 197
바마, 84, 156
차자, 63, 151
하마, 63, 171
차자, 48, 142
자마, 97, 173
차바, 64, 163
차카, 47, 146
바라, 93, 148
가차, 43, 164
바하, 94, 160
아차, 83, 165
마나, 41, 172
사타, 47, 173
차가, 55, 194
차카, 51, 153
차바, 56, 153
아바, 91, 157
타바, 84, 190
하카, 73, 188
타하, 56, 155
타다, 84, 193
라차, 47, 151
나차, 90, 179
파아, 76, 193
나자, 79, 147
라가, 86, 178
라사, 69, 149
카라, 67, 160
아카, 72, 172
나나, 41, 150
하바, 89, 182
차바, 80, 141
라차, 64, 149
파파, 47, 149
나마, 82, 187
자파, 73, 167
카다, 91, 161
파다, 51, 196
사카, 55, 177
타다, 55, 185
나라, 67, 189
차하, 95, 198
파하, 54, 171
가타, 41, 182
카아, 83, 183
아다, 82, 185
다파, 56, 166
차나, 86, 195
나마, 42, 171
카마, 82, 146
차바, 99, 195
카바, 95, 184
마타, 57, 174
아카, 87, 179
다타, 65, 141
다사, 79, 192
바가, 92, 178
차자, 49, 151
바파, 74, 198
하차, 59, 170
나마, 74, 167
파타, 42, 162
하사, 77, 156
나아, 52, 158
자가, 53, 146
다자, 62, 183
타하, 82, 167
가가, 82, 162
마라, 97, 155
하라, 69, 172
하파, 42, 151
아나, 51, 146
타바, 65, 188
마가, 92, 169
다나, 72, 170
사나, 61, 156
하타, 63, 193
차다, 44, 175
아라, 51, 140
마자, 45, 160
가아, 74, 189
하가, 88, 147
다차, 73, 149
마자, 81, 176
타아, 41, 152
카타, 71, 169
나하, 77, 191
사사, 68, 142
마사, 85, 184
자바, 85, 161
바다, 54, 183
사차, 56, 196
타아, 92, 176
다아, 50, 164
카카, 59, 165
가가, 95, 193
가가, 50, 177
바바, 68, 169
파가, 85, 185
하사, 81, 178
카파, 48, 152
다카, 69, 173
라자, 70, 175
차아, 73, 175
자가, 97, 174
마카, 97, 180
나가, 84, 152
다파, 80, 188
바차, 50, 173
나나, 70, 167
파카, 74, 198
가자, 72, 184
파자, 48, 141
라라, 77, 184
파타, 70, 181
다마, 75, 159
다자, 84, 182
아마, 44, 181
다가, 94, 161
카타, 71, 198
자자, 88, 183
아아, 47, 189
다마, 84, 196
타나, 81, 162
타하, 61, 147
라라, 94, 178
나다, 62, 187
차사, 87, 157
사파, 52, 175
카마, 72, 169
타차, 52, 168
마차, 83, 146
카다, 86, 142
라아, 62, 191
사가, 61, 180
차하, 47, 171
타차, 54, 189
차차, 84, 146
라나, 45, 173
마차, 98, 185
차바, 99, 183
사하, 95, 195
나파, 48, 193
차다, 79, 149
마카, 75, 167
카하, 72, 153
가하, 59, 162
파하, 61, 181
아다, 86, 167
사타, 71, 186
아타, 52, 154
마바, 73, 187
사카, 97, 179
카카, 54, 182
다마, 71, 193
마카, 84, 181
마차, 42, 199
타자, 65, 188
바다, 45, 154
타다, 52, 177
아타, 43, 164
자차, 44, 158
파바, 62, 145
가사, 66, 185
카마, 64, 178
하가, 52, 146
바나, 95, 187
다카, 75, 183
바파, 70, 157
파차, 57, 185
하나, 62, 160
자바, 90, 189
사사, 87, 159
아타, 74, 180
바마, 93, 179
카바, 91, 153
차나, 48, 148
카마, 91, 191
아파, 57, 163
사타, 84, 164
자파, 60, 151
타차, 73, 155
다나, 45, 175
하자, 83, 163
사바, 51, 145
바라, 56, 158
자다, 75, 155
파차, 74, 178
타자, 71, 195
아파, 65, 158
타아, 66, 178
자아, 47, 176
가차, 40, 187
차차, 76, 197
나파, 71, 157
나자, 75, 184
나가, 40, 160
자마, 79, 183
파사, 67, 163
아자, 59, 154
하나, 80, 175
하사, 91, 143
카마, 97, 156
바마, 83, 198
파차, 74, 147
카다, 59, 170
하카, 42, 192
하아, 45, 158
가파, 77, 166
타가, 54, 184
가카, 61, 179
다나, 70, 144
자타, 98, 140
바카, 73, 198
아차, 67, 199
자아, 47, 153
하바, 94, 191
파하, 85, 199
카카, 98, 161
파파, 87, 147
차라, 72, 187
가다, 57, 162
마마, 79, 175
사타, 44, 185
마바, 71, 151
바타, 79, 188
카타, 92, 160
바사, 82, 197
차자, 80, 156
아자, 96, 156
아다, 44, 141
카자, 76, 166
파다, 84, 142
가가, 85, 189
타타, 60, 160
바파, 50, 154
라카, 95, 181
하라, 55, 154
하파, 48, 157
나바, 52, 153
하카, 60, 141
바바, 54, 158
아사, 86, 162
타차, 70, 142
바마, 80, 194
타파, 97, 156
파다, 71, 165
사타, 94, 147
하나, 90, 182
나자, 40, 185
라자, 62, 149
타사, 63, 156
하사, 58, 192
바마, 99, 181
바바, 44, 162
사차, 98, 179
자마, 98, 169
사마, 90, 189
바사, 62, 196
가파, 81, 156
파라, 61, 173
다바, 75, 170
바타, 49, 153
카카, 78, 181
파다, 78, 164
카하, 61, 176
자마, 76, 159
다하, 78, 155
나바, 63, 168
나바, 41, 190
차차, 82, 152
파마, 92, 144
하가, 64, 147
하차, 97, 188
타파, 48, 192
아라, 77, 186
라카, 43, 155
라라, 49, 140
타라, 49, 186
카아, 41, 157
마바, 66, 165
아카, 99, 196
마타, 52, 163
다마, 77, 153
자하, 80, 148
자파, 95, 140
카자, 58, 145
바하, 93, 144
타파, 74, 153
라차, 89, 160
다마, 41, 166
마바, 40, 172
자타, 64, 142
차파, 75, 164
바하, 81, 177
파자, 43, 143
차아, 89, 195
사타, 84, 158
사라, 76, 140
아나, 63, 141
나마, 80, 183
가자, 92, 185
다자, 67, 175
자차, 82, 167
차차, 97, 166
마가, 85, 171
타파, 94, 150
자바, 41, 163
하파, 93, 193
가마, 54, 170
가자, 44, 163
마마, 83, 184
차파, 66, 188
사바, 95, 142
마자, 77, 194
나차, 70, 152
파하, 97, 165
다다, 78, 170
라카, 56, 187
마사, 79, 172
차아, 80, 178
마차, 52, 179
바차, 76, 186
아자, 43, 182
자타, 95, 155
파바, 61, 142
차타, 89, 191
다차, 42, 189
하다, 54, 193
카하, 87, 184
바다, 53, 193
파아, 63, 157
바카, 68, 170
사가, 70, 189
자다, 44, 164
가하, 43, 149
차라, 65, 141
파차, 65, 196
바마, 60, 167
나마, 60, 185
나타, 47, 174
하차, 83, 174
파가, 82, 176
자타, 50, 143
하파, 99, 147
사하, 48, 169
다라, 93, 194
마마, 79, 198
타하, 73, 155
카아, 90, 167
나다, 48, 152
파자, 84, 189
파바, 81, 186
하라, 40, 195
마바, 72, 151
하자, 98, 185
하라, 74, 184
라다, 65, 173
하사, 97, 178
하사, 57, 190
아나, 75, 175
파사, 58, 190
카다, 62, 148
자하, 80, 177
파자, 77, 144
타사, 64, 165
사차, 55, 153
바바, 84, 183
파가, 69, 142
라자, 68, 176
사차, 69, 165
파파, 95, 173
다차, 88, 184
다사, 62, 151
라나, 54, 189
마자, 40, 164
하나, 93, 167
라바, 65, 167
가마, 82, 186
가아, 90, 159
바자, 94, 168
마가, 72, 164
카사, 64, 182
라라, 99, 181
타카, 46, 158
카다, 99, 160
다하, 68, 158
아나, 91, 154
파아, 58, 167
아파, 56, 156
카사, 54, 184
사타, 86, 167
자차, 92, 180
하마, 97, 187
사아, 52, 178
자카, 71, 192
바타, 65, 149
다자, 78, 141
하하, 89, 197
타가, 71, 187
바하, 52, 188
마파, 46, 145
바아, 95, 179
하아, 98, 159
바바, 75, 172
바사, 45, 187
카다, 79, 157
파차, 72, 158
카사, 83, 174
다사, 94, 194
가카, 57, 179
카나, 56, 140
아아, 90, 168
타가, 94, 142
파자, 55, 174
하나, 87, 197
라마, 59, 155
파바, 65, 142
하타, 61, 177
바나, 88, 195
나사, 73, 180
나마, 91, 162
카타, 57, 198
바타, 67, 173
마파, 95, 198
바차, 68, 185
나하, 63, 186
차바, 58, 182
라카, 58, 170
카자, 41, 166
나라, 96, 162
라마, 85, 145
라파, 82, 181
라바, 46, 170
가바, 57, 181
다차, 57, 154
나자, 90, 151
가다, 43, 196
자가, 81, 173
카사, 68, 165
아다, 56, 181
카타, 52, 146
파차, 94, 190
타라, 61, 156
사마, 67, 169
차나, 83, 164
가차, 58, 160
바사, 54, 157
파카, 62, 184
가하, 43, 164
카사, 61, 163
타나, 95, 156
파사, 71, 187
사파, 58, 184
라타, 48, 152
가가, 85, 159
가사, 60, 195
타다, 47, 165
하라, 56, 185
아라, 76, 144
차아, 71, 144
나바, 86, 176
사사, 99, 157
하라, 98, 160
자아, 99, 177
가나, 49, 194
차차, 91, 187
바아, 59, 155
라하, 77, 193
차다, 96, 196
마라, 70, 180
마파, 58, 157
하가, 87, 158
타타, 50, 184
카카, 62, 177
사바, 50, 151
가가, 79, 179
아파, 41, 181
자자, 75, 157
아라, 64, 179
자다, 89, 197
아자, 84, 143
마자, 95, 156
하카, 84, 150
다다, 87, 177
카하, 45, 176
마아, 65, 156
마나, 51, 183
차자, 89, 185
바파, 43, 155
하하, 70, 154
라아, 48, 177
타나, 57, 182
다파, 43, 196
나가, 50, 154
카차, 93, 187
